 TITLE = "Projeto1" 
 VARIABLES = "X" "Y" "u" "v" "q_vel_out" "rho" "p" "e" "mach" 
 ZONE I =           24  J =          13  DATAPACKING = POINT
    8.4500000000E-06   -3.5279003140E+01    6.9524955068E+01    0.0000000000E+00    6.9524955068E+01    1.1734943549E+00    9.8494541497E+04    2.4907252494E+05    2.0282015953E-01
    1.0306326720E+01   -3.1045768330E+01    6.9524955068E+01    2.5360433923E+01    7.4005884807E+01    1.2053146334E+00    1.0269218849E+05    2.6003114759E+05    2.1428104098E-01
    1.8746475060E+01   -2.7579047530E+01    9.2349650410E+01    3.6066921237E+01    9.9142729125E+01    1.1661677964E+00    9.8071284542E+04    2.5090950668E+05    2.8893918409E-01
    2.5658349530E+01   -2.4740052520E+01    1.0531669644E+02    4.1755336266E+01    1.1329216502E+02    1.1520981184E+00    9.6474364387E+04    2.4857956669E+05    3.3088313292E-01
    3.1318677600E+01   -2.2415119790E+01    1.1931565852E+02    4.7400062776E+01    1.2838610641E+02    1.1328749113E+00    9.4260486391E+04    2.4498780021E+05    3.7616653058E-01
    3.5954079200E+01   -2.0511167100E+01    1.3293838071E+02    5.2819763471E+01    1.4304733650E+02    1.1136805185E+00    9.2064436104E+04    2.4155545660E+05    4.2048462508E-01
    3.9750139730E+01   -1.8951966780E+01    1.4735924001E+02    5.8478423888E+01    1.5853854950E+02    1.0910728509E+00    8.9481908282E+04    2.3741654054E+05    4.6787530008E-01
    4.2858840280E+01   -1.7675093850E+01    1.6278925462E+02    6.4342843582E+01    1.7504383148E+02    1.0653278271E+00    8.6567028239E+04    2.3273857558E+05    5.1897707528E-01
    4.5404642460E+01   -1.6629426760E+01    1.8079029360E+02    7.0875412676E+01    1.9418664831E+02    1.0328138180E+00    8.2917688858E+04    2.2676712852E+05    5.7921896537E-01
    4.7489471440E+01   -1.5773100850E+01    2.0506789996E+02    7.6036379163E+01    2.1871070973E+02    9.8717745352E-01    7.7884183544E+04    2.1832096689E+05    6.5808048188E-01
    4.9607350680E+01   -1.5003262190E+01    2.3682838063E+02    7.4192685527E+01    2.4817783232E+02    9.2578932321E-01    7.1211781415E+04    2.0654017099E+05    7.5627392688E-01
    5.1781269800E+01   -1.4409848660E+01    2.6978344841E+02    6.3641308409E+01    2.7718824862E+02    8.5914086888E-01    6.4179526250E+04    1.9345414050E+05    8.5712612493E-01
    5.3996560260E+01   -1.3996868810E+01    3.0047933664E+02    4.7451760269E+01    3.0420305932E+02    7.9280200348E-01    5.7396435348E+04    1.8017383938E+05    9.5551931089E-01
    5.6238272770E+01   -1.3767109600E+01    3.2781629324E+02    2.5908776136E+01    3.2883854213E+02    7.2999161602E-01    5.1175324941E+04    1.6740705623E+05    1.0496568105E+00
    5.8491279600E+01   -1.3722117420E+01    3.4191137164E+02    4.9899150126E+00    3.4194778155E+02    6.9040066773E-01    4.7409755706E+04    1.5888807239E+05    1.1028400145E+00
    6.0744619520E+01   -1.3769711210E+01    3.3966524284E+02   -5.2574354704E+00    3.3970592844E+02    6.9356912527E-01    4.7724199819E+04    1.5932947893E+05    1.0944972042E+00
    6.3553982470E+01   -1.3829049520E+01    3.3640126194E+02   -6.8646465560E+00    3.3647129507E+02    7.0369770824E-01    4.8693484279E+04    1.6156755124E+05    1.0810397028E+00
    6.7056569970E+01   -1.3903029860E+01    3.4115905292E+02   -7.2084064546E+00    3.4123519824E+02    6.9511693924E-01    4.7853954566E+04    1.6010510223E+05    1.0991572370E+00
    7.1423438710E+01   -1.3995265220E+01    3.4963463482E+02   -7.3829353603E+00    3.4971257570E+02    6.7463602868E-01    4.5887753758E+04    1.5597300164E+05    1.1332705365E+00
    7.6867854440E+01   -1.4110260120E+01    3.5907428302E+02   -7.5412823275E+00    3.5915346534E+02    6.5226571886E-01    4.3770633941E+04    1.5149485755E+05    1.1717552335E+00
    8.3655707370E+01   -1.4253630600E+01    3.6740386293E+02   -7.6773450771E+00    3.6748406785E+02    6.2996798646E-01    4.1692340531E+04    1.4676771984E+05    1.2072733092E+00
    9.2118497430E+01   -1.4432378480E+01    3.7545588012E+02   -7.8031780945E+00    3.7553695891E+02    6.1123721675E-01    3.9968397105E+04    1.4302177616E+05    1.2411812211E+00
    1.0266952384E+02   -1.4655233290E+01    3.7954391191E+02   -7.8357834658E+00    3.7962478920E+02    5.9487637742E-01    3.8477739925E+04    1.3905964860E+05    1.2615344949E+00
    1.1582405090E+02   -1.4933078770E+01    3.7954391191E+02   -7.8357834658E+00    3.7962478920E+02    5.9487637742E-01    3.8477739925E+04    1.3905964860E+05    1.2615344949E+00
   -3.7493654000E-01   -3.4351956070E+01    6.9524955068E+01    0.0000000000E+00    6.9524955068E+01    1.1734943549E+00    9.8494541497E+04    2.4907252494E+05    2.0282015953E-01
    9.9825822500E+00   -3.0229171540E+01    6.9524955068E+01    2.5360433923E+01    7.4005884807E+01    1.2053146334E+00    1.0269218849E+05    2.6003114759E+05    2.1428104098E-01
    1.8465667490E+01   -2.6852503770E+01    9.2349650410E+01    3.6066921237E+01    9.9142729125E+01    1.1661677964E+00    9.8071284542E+04    2.5090950668E+05    2.8893918409E-01
    2.5413537970E+01   -2.4086928300E+01    1.0531669644E+02    4.1755336266E+01    1.1329216502E+02    1.1520981184E+00    9.6474364387E+04    2.4857956669E+05    3.3088313292E-01
    3.1104036770E+01   -2.1821850880E+01    1.1931565852E+02    4.7400062776E+01    1.2838610641E+02    1.1328749113E+00    9.4260486391E+04    2.4498780021E+05    3.7616653058E-01
    3.5764723450E+01   -1.9966692010E+01    1.3293838071E+02    5.2819763471E+01    1.4304733650E+02    1.1136805185E+00    9.2064436104E+04    2.4155545660E+05    4.2048462508E-01
    3.9581973480E+01   -1.8447265030E+01    1.4735924001E+02    5.8478423888E+01    1.5853854950E+02    1.0910728509E+00    8.9481908282E+04    2.3741654054E+05    4.6787530008E-01
    4.2708431140E+01   -1.7202809630E+01    1.6278925462E+02    6.4342843582E+01    1.7504383148E+02    1.0653278271E+00    8.6567028239E+04    2.3273857558E+05    5.1897707528E-01
